Client_Send,Server_Receive,Server_Send,Client_Receive
22:52:52.672824,22:52:52.824383,22:52:52.824421,22:52:53.073376
22:53:53.073543,22:53:53.222504,22:53:53.222546,22:53:53.512380
22:54:53.512549,22:54:53.644749,22:54:53.644787,22:54:53.706095
22:55:53.706266,22:55:53.860474,22:55:53.860527,22:55:54.140894
22:56:54.141067,22:56:54.261429,22:56:54.261471,22:56:54.327669
22:57:54.327844,22:57:54.475060,22:57:54.475098,22:57:54.745454
22:58:54.745620,22:58:55.093616,22:58:55.093655,22:58:55.366943
22:59:55.367112,22:59:55.588127,22:59:55.588165,22:59:55.785414
23:0:55.785590,23:0:55.997051,23:0:55.997089,23:0:56.304284
23:1:56.304445,23:1:56.308643,23:1:56.308704,23:1:56.314210
23:2:56.314364,23:2:56.419514,23:2:56.419556,23:2:56.524718
23:3:56.524900,23:3:56.525936,23:3:56.526005,23:3:56.545367
23:4:56.545528,23:4:56.623283,23:4:56.623325,23:4:56.645352
23:5:56.645516,23:5:56.827488,23:5:56.827530,23:5:57.060886
23:6:57.061053,23:6:57.041046,23:6:57.041126,23:6:57.074450
23:7:57.074620,23:7:57.246761,23:7:57.246811,23:7:57.485684
23:8:57.485848,23:8:57.502155,23:8:57.502174,23:8:57.543693
23:9:57.543900,23:9:57.657944,23:9:57.657993,23:9:57.910368
23:10:57.910535,23:10:58.073822,23:10:58.073864,23:10:58.329486
23:11:58.329654,23:11:58.432121,23:11:58.432159,23:11:58.541831
23:12:58.541983,23:12:58.690617,23:12:58.690655,23:12:58.958262
23:13:58.958420,23:13:59.106949,23:13:59.106995,23:13:59.372462
23:14:59.372589,23:14:59.516148,23:14:59.516186,23:14:59.787533
23:15:59.787678,23:15:59.925480,23:15:59.925510,23:16:0.200354
23:17:0.200473,23:17:0.336600,23:17:0.336631,23:17:0.616833
23:18:0.616981,23:18:0.857761,23:18:0.857800,23:18:1.029762
23:19:1.029919,23:19:1.245825,23:19:1.245865,23:19:1.447544
23:20:1.447695,23:20:1.655317,23:20:1.655366,23:20:1.758286
23:21:1.758441,23:21:2.074261,23:21:2.074294,23:21:2.174833
23:22:2.174995,23:22:2.272145,23:22:2.272185,23:22:2.390573
23:23:2.390731,23:23:2.483676,23:23:2.483714,23:23:2.595328
23:24:2.595492,23:24:2.691140,23:24:2.691180,23:24:2.806811
23:25:2.806969,23:25:2.900571,23:25:2.900611,23:25:3.019591
23:26:3.019750,23:26:3.107680,23:26:3.107716,23:26:3.232944
23:27:3.233111,23:27:3.313759,23:27:3.313798,23:27:3.337823
23:28:3.337991,23:28:3.520070,23:28:3.520111,23:28:3.754330
23:29:3.754494,23:29:3.931389,23:29:3.931427,23:29:4.179653
