Client_Send,Server_Receive,Server_Send,Client_Receive
7:59:27.924041,7:59:26.356297,7:59:26.356335,7:59:28.008856
8:0:28.009028,8:0:26.766323,8:0:26.766363,8:0:28.430923
8:1:28.431187,8:1:26.973364,8:1:26.973429,8:1:28.655345
8:2:28.655519,8:2:27.178980,8:2:27.179018,8:2:29.072639
8:3:29.072840,8:3:27.592148,8:3:27.592184,8:3:29.314544
8:4:29.314719,8:4:27.797043,8:4:27.797085,8:4:29.578842
8:5:29.579014,8:5:28.006159,8:5:28.006197,8:5:29.929838
8:6:29.930019,8:6:28.617441,8:6:28.617481,8:6:30.558108
8:7:30.558288,8:7:29.235319,8:7:29.235361,8:7:31.191081
8:8:31.191240,8:8:29.646425,8:8:29.646460,8:8:31.602196
8:9:31.602362,8:9:30.262516,8:9:30.262558,8:9:32.227887
8:10:32.228060,8:10:30.881901,8:10:30.881941,8:10:32.954192
8:11:32.954361,8:11:31.294083,8:11:31.294125,8:11:33.273449
8:12:33.273628,8:12:31.497984,8:12:31.498039,8:12:33.284130
8:13:33.284329,8:13:32.114376,8:13:32.114414,8:13:34.093255
8:14:34.093426,8:14:32.327030,8:14:32.327072,8:14:34.127634
8:15:34.127824,8:15:32.497803,8:15:32.497845,8:15:34.337907
8:16:34.338074,8:16:32.734001,8:16:32.734039,8:16:34.682401
8:17:34.682588,8:17:32.940956,8:17:32.941006,8:17:34.768762
8:18:34.768925,8:18:33.146561,8:18:33.146599,8:18:35.187056
8:19:35.187275,8:19:33.560101,8:19:33.560139,8:19:35.607132
8:20:35.607364,8:20:33.973232,8:20:33.973274,8:20:36.025537
8:21:36.025704,8:21:34.385582,8:21:34.385620,8:21:36.444558
8:22:36.444749,8:22:34.798218,8:22:34.798256,8:22:36.863372
8:23:36.863572,8:23:35.203606,8:23:35.203648,8:23:37.282705
8:24:37.282878,8:24:35.613701,8:24:35.613743,8:24:37.701370
8:25:37.701533,8:25:36.037346,8:25:36.037388,8:25:38.121044
8:26:38.121195,8:26:36.435093,8:26:36.435135,8:26:38.539633
8:27:38.539793,8:27:36.743111,8:27:36.743153,8:27:38.753752
8:28:38.753911,8:28:37.052563,8:28:37.052605,8:28:39.172365
8:29:39.172541,8:29:37.465672,8:29:37.465714,8:29:39.590815
8:30:39.590981,8:30:37.877544,8:30:37.877575,8:30:39.810082
8:31:39.810267,8:31:38.079433,8:31:38.079472,8:31:40.158876
8:32:40.159042,8:32:38.286701,8:32:38.286743,8:32:40.232424
8:33:40.232599,8:33:38.494156,8:33:38.494194,8:33:40.651065
8:34:40.651188,8:34:39.310390,8:34:39.310432,8:34:41.468639
8:35:41.468796,8:35:39.754456,8:35:39.754498,8:35:41.876738
8:36:41.876887,8:36:39.934757,8:36:39.934799,8:36:41.884931
8:37:41.885092,8:37:40.339516,8:37:40.339554,8:37:42.489718
8:38:42.489873,8:38:40.956371,8:38:40.956409,8:38:43.104847
8:39:43.104954,8:39:41.572315,8:39:41.572353,8:39:43.823716
8:40:43.823869,8:40:41.983345,8:40:41.983383,8:40:44.132782
8:41:44.132973,8:41:42.399933,8:41:42.399971,8:41:44.544963
8:42:44.545109,8:42:42.604782,8:42:42.604820,8:42:44.548993
8:43:44.549146,8:43:42.831650,8:43:42.831692,8:43:44.963734
8:44:44.963894,8:44:43.227810,8:44:43.227852,8:44:45.488352
8:45:45.488505,8:45:43.637951,8:45:43.637985,8:45:45.583680
8:46:45.583838,8:46:43.844196,8:46:43.844234,8:46:45.999690
8:47:45.999847,8:47:44.465897,8:47:44.465958,8:47:46.618208
8:48:46.618369,8:48:45.007454,8:48:45.007492,8:48:47.040234
8:49:47.040393,8:49:45.284126,8:49:45.284164,8:49:47.447428
8:50:47.447591,8:50:45.691090,8:50:45.691128,8:50:47.862313
8:51:47.862481,8:51:46.102566,8:51:46.102608,8:51:48.483983
8:52:48.484154,8:52:46.718697,8:52:46.718735,8:52:48.897349
8:53:48.897525,8:53:46.959423,8:53:46.959465,8:53:48.938842
8:54:48.938989,8:54:47.028042,8:54:47.028080,8:54:49.014404
8:55:49.014566,8:55:47.131889,8:55:47.131920,8:55:49.222865
8:56:49.223031,8:56:47.746166,8:56:47.746204,8:56:49.947201
8:57:49.947369,8:57:48.156181,8:57:48.156219,8:57:50.362327
8:58:50.362492,8:58:48.978119,8:58:48.978199,8:58:51.133785
8:59:51.133948,8:59:49.301437,8:59:49.301476,8:59:51.399343
9:0:51.399512,9:0:49.604198,9:0:49.604237,9:0:51.808760
9:1:51.808923,9:1:50.007038,9:1:50.007095,9:1:52.111488
9:2:52.111653,9:2:50.086987,9:2:50.087029,9:2:52.121773
9:3:52.121939,9:3:50.182220,9:3:50.182259,9:3:52.213276
9:4:52.213434,9:4:50.219158,9:4:50.219265,9:4:52.254533
9:5:52.254684,9:5:50.334469,9:5:50.334503,9:5:52.469460
9:6:52.469624,9:6:50.832405,9:6:50.832443,9:6:53.084385
9:7:53.084551,9:7:51.461525,9:7:51.461563,9:7:53.708870
9:8:53.709007,9:8:51.860779,9:8:51.860817,9:8:54.116523
9:9:54.116686,9:9:52.272758,9:9:52.272797,9:9:54.514253
9:10:54.514337,9:10:52.581360,9:10:52.581398,9:10:54.725677
9:11:54.725836,9:11:52.890537,9:11:52.890579,9:11:55.050166
9:12:55.050329,9:12:53.097813,9:12:53.097855,9:12:55.136030
9:13:55.136161,9:13:53.511189,9:13:53.511227,9:13:55.615966
9:14:55.616076,9:14:53.720787,9:14:53.720825,9:14:55.755440
9:15:55.755594,9:15:54.130337,9:15:54.130375,9:15:56.377571
9:16:56.377712,9:16:54.540199,9:16:54.540241,9:16:56.782033
9:17:56.782187,9:17:54.747601,9:17:54.747639,9:17:56.784433
9:18:56.784571,9:18:54.969597,9:18:54.969635,9:18:57.197099
9:19:57.197256,9:19:55.366848,9:19:55.366886,9:19:57.611489
9:20:57.611638,9:20:55.788593,9:20:55.788635,9:20:58.029085
9:21:58.029239,9:21:56.192371,9:21:56.192410,9:21:58.436717
9:22:58.436884,9:22:56.807163,9:22:56.807201,9:22:59.031931
9:23:59.032088,9:23:56.992996,9:23:56.993034,9:23:59.035771
9:24:59.035918,9:24:57.021374,9:24:57.021416,9:24:59.070974
9:25:59.071134,9:25:57.230511,9:25:57.230549,9:25:59.478176
9:26:59.478326,9:26:57.639606,9:26:57.639648,9:26:59.892057
9:27:59.892220,9:27:58.255859,9:27:58.255898,9:28:0.423223
9:29:0.423371,9:28:58.462143,9:28:58.462185,9:29:0.515772
9:30:0.515919,9:29:58.670067,9:29:58.670109,9:30:0.930444
9:31:0.930601,9:30:59.084244,9:30:59.084282,9:31:1.243296
9:32:1.243453,9:31:59.290939,9:31:59.290977,9:32:1.452329
