Client_Send,Server_Receive,Server_Send,Client_Receive
10:21:12.924885,10:21:12.924955,10:21:12.925006,10:21:12.925038
10:22:12.925194,10:22:12.925293,10:22:12.925329,10:22:12.925430
10:23:12.925584,10:23:12.925689,10:23:12.925725,10:23:12.925756
10:24:12.925912,10:24:12.926013,10:24:12.926049,10:24:12.926110
10:25:12.926259,10:25:12.926360,10:25:12.926396,10:25:12.926499
10:26:12.926640,10:26:12.926742,10:26:12.926778,10:26:12.926838
10:27:12.926987,10:27:12.927086,10:27:12.927122,10:27:12.927225
10:28:12.927425,10:28:12.927528,10:28:12.927564,10:28:12.927596
10:29:12.927777,10:29:12.927921,10:29:12.927957,10:29:12.928054
10:30:12.928209,10:30:12.928311,10:30:12.928349,10:30:12.928413
10:31:12.928563,10:31:12.928672,10:31:12.928707,10:31:12.928768
10:32:12.928920,10:32:12.929077,10:32:12.929112,10:32:12.929175
10:33:12.929281,10:33:12.929388,10:33:12.929434,10:33:12.929469
10:34:12.929624,10:34:12.929724,10:34:12.929760,10:34:12.929824
10:35:12.929974,10:35:12.930075,10:35:12.930111,10:35:12.930171
10:36:12.930322,10:36:12.930422,10:36:12.930457,10:36:12.930517
10:37:12.930667,10:37:12.930739,10:37:12.930787,10:37:12.930847
10:38:12.930995,10:38:12.931082,10:38:12.931129,10:38:12.931164
10:39:12.931318,10:39:12.931424,10:39:12.931459,10:39:12.931488
10:40:12.931646,10:40:12.931745,10:40:12.931781,10:40:12.931841
10:41:12.931993,10:41:12.932094,10:41:12.932129,10:41:12.932190
10:42:12.932338,10:42:12.932436,10:42:12.932472,10:42:12.932532
10:43:12.932684,10:43:12.932785,10:43:12.932829,10:43:12.932893
10:44:12.933045,10:44:12.933186,10:44:12.933222,10:44:12.933322
10:45:12.933471,10:45:12.933568,10:45:12.933604,10:45:12.933663
10:46:12.933817,10:46:12.933962,10:46:12.933998,10:46:12.934063
10:47:12.934195,10:47:12.934316,10:47:12.934346,10:47:12.934401
10:48:12.934515,10:48:12.934573,10:48:12.934594,10:48:12.934630
10:49:12.934768,10:49:12.934877,10:49:12.934922,10:49:12.934987
10:50:12.935064,10:50:12.935161,10:50:12.935188,10:50:12.935205
10:51:12.935320,10:51:12.935402,10:51:12.935427,10:51:12.935483
10:52:12.935633,10:52:12.935735,10:52:12.935763,10:52:12.935782
10:53:12.935915,10:53:12.936049,10:53:12.936079,10:53:12.936132
10:54:12.936283,10:54:12.936381,10:54:12.936418,10:54:12.936528
10:55:12.936657,10:55:12.936736,10:55:12.936773,10:55:12.936803
10:56:12.936893,10:56:12.937007,10:56:12.937051,10:56:12.937081
10:57:12.937186,10:57:12.937246,10:57:12.937274,10:57:12.937300
10:58:12.937372,10:58:12.937478,10:58:12.937538,10:58:12.937579
10:59:12.937745,10:59:12.937847,10:59:12.937870,10:59:12.937935
11:0:12.938101,11:0:12.938243,11:0:12.938279,11:0:12.938378
11:1:12.938537,11:1:12.938607,11:1:12.938654,11:1:12.938721
11:2:12.938921,11:2:12.939065,11:2:12.939101,11:2:12.939199
11:3:12.939373,11:3:12.939477,11:3:12.939513,11:3:12.939544
11:4:12.939714,11:4:12.939814,11:4:12.939850,11:4:12.939913
11:5:12.940061,11:5:12.940164,11:5:12.940210,11:5:12.940271
11:6:12.940423,11:6:12.940525,11:6:12.940566,11:6:12.940604
11:7:12.940792,11:7:12.940932,11:7:12.940968,11:7:12.941072
11:8:12.941207,11:8:12.941312,11:8:12.941350,11:8:12.941387
11:9:12.941553,11:9:12.941660,11:9:12.941696,11:9:12.941728
11:10:12.941901,11:10:12.942034,11:10:12.942080,11:10:12.942145
11:11:12.942291,11:11:12.942394,11:11:12.942431,11:11:12.942462
11:12:12.942594,11:12:12.942716,11:12:12.942762,11:12:12.942827
11:13:12.943003,11:13:12.943104,11:13:12.943141,11:13:12.943236
11:14:12.943403,11:14:12.943512,11:14:12.943550,11:14:12.943649
11:15:12.943811,11:15:12.943911,11:15:12.943947,11:15:12.944049
11:16:12.944215,11:16:12.944325,11:16:12.944362,11:16:12.944391
11:17:12.944501,11:17:12.944609,11:17:12.944646,11:17:12.944678
11:18:12.944838,11:18:12.944939,11:18:12.944975,11:18:12.945074
11:19:12.945231,11:19:12.945331,11:19:12.945368,11:19:12.945465
11:20:12.945674,11:20:12.945775,11:20:12.945811,11:20:12.945912
