Client_Send,Server_Receive,Server_Send,Client_Receive
22:49:51.811618,22:49:52.412174,22:49:52.412205,22:49:52.631983
22:50:52.632126,22:50:52.628674,22:50:52.628712,22:50:52.686005
22:51:52.686149,22:51:52.655979,22:51:52.656017,22:51:52.693461
22:52:52.693613,22:52:52.824436,22:52:52.824467,22:52:53.073793
22:53:53.073931,22:53:53.230995,22:53:53.231064,22:53:53.609680
22:54:53.609845,22:54:53.648037,22:54:53.648071,22:54:53.706730
22:55:53.706892,22:55:53.860497,22:55:53.860535,22:55:54.150623
22:56:54.150790,22:56:54.261738,22:56:54.261768,22:56:54.327686
22:57:54.327859,22:57:54.475357,22:57:54.475384,22:57:54.745903
22:58:54.746059,22:58:55.093666,22:58:55.093693,22:58:55.367567
22:59:55.367724,22:59:55.589478,22:59:55.589516,22:59:55.785859
23:0:55.786018,23:0:55.997078,23:0:55.997112,23:0:56.305378
23:1:56.305568,23:1:56.308895,23:1:56.308918,23:1:56.314627
23:2:56.314744,23:2:56.420212,23:2:56.420258,23:2:56.525134
23:3:56.525239,23:3:56.526691,23:3:56.526714,23:3:56.562258
23:4:56.562409,23:4:56.623779,23:4:56.623859,23:4:56.647830
23:5:56.647991,23:5:56.828823,23:5:56.828857,23:5:57.061250
23:6:57.061393,23:6:57.041168,23:6:57.041195,23:6:57.075047
23:7:57.075235,23:7:57.247021,23:7:57.247047,23:7:57.488274
23:8:57.488456,23:8:57.502869,23:8:57.502888,23:8:57.544132
23:9:57.544228,23:9:57.658207,23:9:57.658241,23:9:57.910720
23:10:57.910826,23:10:58.074299,23:10:58.074337,23:10:58.331954
23:11:58.332124,23:11:58.433323,23:11:58.433365,23:11:58.542267
23:12:58.542407,23:12:58.691299,23:12:58.691341,23:12:58.958939
23:13:58.959088,23:13:59.106976,23:13:59.107006,23:13:59.371641
23:14:59.371797,23:14:59.515823,23:14:59.515862,23:14:59.787139
23:15:59.787301,23:15:59.925472,23:15:59.925507,23:16:0.199936
23:17:0.200101,23:17:0.336312,23:17:0.336349,23:17:0.616341
23:18:0.616504,23:18:0.846964,23:18:0.846999,23:18:1.029521
23:19:1.029678,23:19:1.245423,23:19:1.245458,23:19:1.446988
23:20:1.447143,23:20:1.654969,23:20:1.655004,23:20:1.757520
23:21:1.757678,23:21:2.074254,23:21:2.074299,23:21:2.175429
23:22:2.175585,23:22:2.280528,23:22:2.280565,23:22:2.391152
23:23:2.391310,23:23:2.484136,23:23:2.484169,23:23:2.596222
23:24:2.596372,23:24:2.691605,23:24:2.691655,23:24:2.807268
23:25:2.807421,23:25:2.908049,23:25:2.908084,23:25:3.019975
23:26:3.020080,23:26:3.108298,23:26:3.108343,23:26:3.233545
23:27:3.233699,23:27:3.314137,23:27:3.314170,23:27:3.339244
23:28:3.339393,23:28:3.520734,23:28:3.520780,23:28:3.754793
23:29:3.754934,23:29:3.931441,23:29:3.931471,23:29:4.180900
23:30:4.181019,23:30:4.340038,23:30:4.340073,23:30:4.587694
