Client_Send,Server_Receive,Server_Send,Client_Receive
0:23:2.223811,0:23:2.059298,0:23:2.059333,0:23:2.227477
0:24:2.227601,0:24:2.069650,0:24:2.069687,0:24:2.230940
0:25:2.231069,0:25:2.255996,0:25:2.256029,0:25:2.613419
0:26:2.613546,0:26:2.669029,0:26:2.669064,0:26:3.019578
0:27:3.019674,0:27:3.376908,0:27:3.376944,0:27:3.638244
0:28:3.638374,0:28:3.785854,0:28:3.785889,0:28:4.067585
0:29:4.067733,0:29:4.213446,0:29:4.213483,0:29:4.427929
0:30:4.428076,0:30:4.624467,0:30:4.624502,0:30:4.722993
0:31:4.723114,0:31:4.819951,0:31:4.819988,0:31:5.064053
0:32:5.064219,0:32:5.433657,0:32:5.433691,0:32:5.677003
0:33:5.677160,0:33:6.052633,0:33:6.052670,0:33:6.292836
0:34:6.292965,0:34:6.465489,0:34:6.465523,0:34:6.704813
0:35:6.704970,0:35:7.081651,0:35:7.081689,0:35:7.324236
0:36:7.324388,0:36:7.703916,0:36:7.703950,0:36:7.937247
0:37:7.937388,0:37:8.113409,0:37:8.113444,0:37:8.308878
0:38:8.309022,0:38:8.533587,0:38:8.533622,0:38:8.630550
0:39:8.630704,0:39:8.736825,0:39:8.736868,0:39:8.870202
0:40:8.870373,0:40:8.947795,0:40:8.947832,0:40:9.181469
0:41:9.181617,0:41:9.562247,0:41:9.562285,0:41:9.594476
0:42:9.594630,0:42:9.776890,0:42:9.776924,0:42:10.086347
0:43:10.086496,0:43:10.081502,0:43:10.081537,0:43:10.114884
0:44:10.115026,0:44:10.265416,0:44:10.265454,0:44:10.340104
0:45:10.340263,0:45:11.078789,0:45:11.078817,0:45:11.252137
0:46:11.252309,0:46:11.496858,0:46:11.496886,0:46:11.666319
0:47:11.666477,0:47:11.907989,0:47:11.908023,0:47:12.081661
0:48:12.081825,0:48:12.726472,0:48:12.726506,0:48:12.906667
0:49:12.906821,0:49:13.344181,0:49:13.344216,0:49:13.527028
0:50:13.527188,0:50:13.759940,0:50:13.759987,0:50:13.938347
0:51:13.938508,0:51:15.001998,0:51:15.002035,0:51:15.173282
0:52:15.173440,0:52:15.221792,0:52:15.221827,0:52:15.197518
0:53:15.197667,0:53:15.615529,0:53:15.615565,0:53:15.797702
0:54:15.797863,0:54:16.245338,0:54:16.245378,0:54:16.426739
0:55:16.426891,0:55:16.643843,0:55:16.643877,0:55:16.833890
0:56:16.834070,0:56:17.264706,0:56:17.264742,0:56:17.452219
0:57:17.452377,0:57:17.675184,0:57:17.675220,0:57:17.867854
0:58:17.868018,0:58:17.996731,0:58:17.996769,0:58:18.078539
0:59:18.078701,0:59:18.295343,0:59:18.295380,0:59:18.492427
1:0:18.492584,1:0:18.562237,1:0:18.562256,1:0:18.558861
1:1:18.559025,1:1:18.707521,1:1:18.707558,1:1:18.914331
1:2:18.914490,1:2:19.185144,1:2:19.185181,1:2:19.225707
1:3:19.225854,1:3:19.391672,1:3:19.391731,1:3:19.436341
1:4:19.436496,1:4:19.808701,1:4:19.808735,1:4:19.868849
1:5:19.869010,1:5:20.216095,1:5:20.216131,1:5:20.167803
1:6:20.167968,1:6:20.425331,1:6:20.425367,1:6:20.449840
1:7:20.450002,1:7:20.630341,1:7:20.630365,1:7:20.793407
1:8:20.793571,1:8:21.042898,1:8:21.042936,1:8:21.206246
1:9:21.206429,1:9:21.455261,1:9:21.455297,1:9:21.625582
1:10:21.625742,1:10:21.869837,1:10:21.869871,1:10:22.037879
1:11:22.038042,1:11:22.481373,1:11:22.481407,1:11:22.758410
1:12:22.758571,1:12:22.893570,1:12:22.893606,1:12:22.971068
1:13:22.971232,1:13:23.099920,1:13:23.099962,1:13:23.130461
1:14:23.130625,1:14:23.189674,1:14:23.189709,1:14:23.172940
1:15:23.173081,1:15:23.318480,1:15:23.318518,1:15:23.512798
1:16:23.512958,1:16:23.725874,1:16:23.725910,1:16:23.913204
1:17:23.913374,1:17:24.150278,1:17:24.150316,1:17:24.331115
1:18:24.331274,1:18:24.634853,1:18:24.634888,1:18:24.744235
1:19:24.744406,1:19:25.051464,1:19:25.051498,1:19:25.170168
1:20:25.170332,1:20:25.460239,1:20:25.460276,1:20:25.574742
1:21:25.574905,1:21:25.869831,1:21:25.869865,1:21:25.993042
1:22:25.993201,1:22:26.281757,1:22:26.281805,1:22:26.405210
1:23:26.405367,1:23:26.691313,1:23:26.691351,1:23:26.923189
1:24:26.923455,1:24:26.959599,1:24:26.959633,1:24:26.927302
1:25:26.927563,1:25:27.106304,1:25:27.106339,1:25:27.308783
1:26:27.308948,1:26:27.315191,1:26:27.315226,1:26:27.339542
1:27:27.339685,1:27:27.315744,1:27:27.315781,1:27:27.354756
1:28:27.354939,1:28:27.322102,1:28:27.322136,1:28:27.373883
1:29:27.374065,1:29:27.323669,1:29:27.323706,1:29:27.387062
1:30:27.387237,1:30:27.331945,1:30:27.331984,1:30:27.408041
1:31:27.408220,1:31:27.540527,1:31:27.540564,1:31:27.825639
1:32:27.825857,1:32:27.955755,1:32:27.955790,1:32:28.264687
1:33:28.264863,1:33:28.178770,1:33:28.178806,1:33:28.295689
1:34:28.295869,1:34:28.363340,1:34:28.363379,1:34:28.693421
1:35:28.693668,1:35:28.789417,1:35:28.789459,1:35:29.123412
1:36:29.123585,1:36:29.474092,1:36:29.474142,1:36:29.748682
1:37:29.748831,1:37:29.678335,1:37:29.678371,1:37:29.764122
1:38:29.764289,1:38:29.887011,1:38:29.887053,1:38:30.187544
1:39:30.187740,1:39:30.296734,1:39:30.296772,1:39:30.611121
1:40:30.611301,1:40:30.711449,1:40:30.711485,1:40:30.999232
1:41:30.999375,1:41:30.953760,1:41:30.953796,1:41:31.101108
1:42:31.101285,1:42:31.122049,1:42:31.122086,1:42:31.470437
1:43:31.470621,1:43:31.533884,1:43:31.533920,1:43:31.891819
